ID,Monthly_Revenue,Net_Profit_Margin (%),Burn_Rate_Ratio,Transaction_Count,Avg_Historical_Rating,Review_Text,Review_Volatility,Business_Tenure_Months,Repeat_Order_Rate (%),Digital_Adoption_Score,Peak_Hour_Latency,Location_Competitiveness,Sentiment_Score,Class
67321,5213432,-6.27,1.044,171,3.92,"Sudah beberapa kali order, pengalaman makin menurun.",0.689,118,11.22,3.66,High,9,-0.3,Struggling
67322,8501808,22.33,0.762,170,4.68,"Produk cukup baik, kadang waktu tunggu agak lama.",0.508,145,25.52,3.35,Med,7,0.0,Elite
67323,14107429,-18.69,1.172,177,3.96,"Pelayanan standar, masih bisa ditingkatkan.",0.41,175,24.12,4.76,Med,9,0.0,Struggling
67324,9423671,8.09,0.918,114,4.44,"Pelayanan cepat dan ramah, pesanan selalu tepat.",0.131,47,22.75,6.7,Low,6,0.8,Growth
67325,5294693,5.28,0.926,66,4.77,Aplikasi pemesanan mudah dipakai dan responsif.,0.187,32,17.35,6.08,Low,14,0.55,Growth
67326,5143382,19.49,0.768,100,4.99,Aplikasi pemesanan mudah dipakai dan responsif.,0.386,40,26.78,3.67,Low,7,0.55,Elite
67327,6185041,-0.09,1.033,121,4.09,"Produk cukup baik, kadang waktu tunggu agak lama.",0.364,34,29.59,5.34,Med,14,0.0,Growth
67328,2500430,-0.81,0.993,100,3.87,"Harga dan kualitas seimbang, pengalaman biasa saja. Quaerat eveniet unde illum quisquam ullam quam voluptatem.",0.558,52,26.42,3.35,Med,6,0.0,Growth
67329,4672749,4.01,0.949,74,3.65,Kadang stok kosong saat jam ramai.,0.252,73,23.29,3.88,Low,8,0.0,Growth
67330,23188154,-5.83,1.051,200,3.8,"Harga dan kualitas seimbang, pengalaman biasa saja.",0.5,165,22.78,4.07,Med,8,0.0,Struggling
67331,17599266,13.28,0.861,127,3.74,"Secara umum oke, hanya respon chat kadang lambat.",0.564,78,23.21,4.26,Med,5,-0.3,Growth
67332,6322662,7.09,0.975,125,4.01,"Harga dan kualitas seimbang, pengalaman biasa saja.",0.536,89,13.59,2.77,Med,6,0.0,Growth
67333,2847271,-3.98,1.03,17,3.58,"Secara umum oke, hanya respon chat kadang lambat. Tempore enim ipsum nisi nam minus.",0.441,7,8.52,2.65,Med,12,-0.3,Struggling
67334,5176057,-0.35,0.998,111,3.85,"Secara umum oke, hanya respon chat kadang lambat.",0.455,109,31.25,4.74,Med,10,-0.3,Growth
67335,7488472,2.86,0.993,136,4.18,Kadang stok kosong saat jam ramai. Facilis et optio maxime.,0.401,121,18.15,5.75,Med,6,0.0,Growth
67336,5030744,-5.54,1.078,41,3.75,"Pelayanan standar, masih bisa ditingkatkan.",0.366,33,16.48,2.55,Med,10,0.0,Struggling
67337,9354299,14.69,0.822,156,4.22,Selalu repeat order karena kualitasnya terjaga.,0.297,99,34.98,8.44,Low,9,0.25,Growth
67338,1626547,0.56,1.007,48,4.23,"Produk cukup baik, kadang waktu tunggu agak lama. Fuga exercitationem voluptatibus quo dolorum sapiente eos.",0.328,3,2.0,2.88,Med,9,0.0,Growth
67339,10895295,-8.45,1.102,96,3.4,"Kualitas tidak konsisten, kadang bagus kadang kurang.",0.623,88,2.31,1.0,High,9,-0.25,Struggling
67340,12908906,35.51,0.654,161,5.0,"Secara umum oke, hanya respon chat kadang lambat.",0.458,67,25.86,7.95,Low,10,-0.3,Elite
67341,6134533,2.88,0.976,137,3.78,"Secara umum oke, hanya respon chat kadang lambat. Consectetur eius quod.",0.427,145,15.64,5.03,Med,11,-0.3,Growth
67342,19664460,8.42,0.929,155,4.39,Aplikasi pemesanan mudah dipakai dan responsif.,0.221,105,22.62,5.32,Low,9,0.55,Growth
67343,8925842,9.42,0.877,146,4.26,"Pengiriman cepat, admin komunikatif.",0.128,168,29.17,1.52,Low,7,0.55,Growth
67344,6406734,8.88,0.864,77,3.88,"Harga dan kualitas seimbang, pengalaman biasa saja. Soluta repellendus debitis nesciunt provident ipsam.",0.362,26,12.12,1.0,Low,5,0.0,Growth
67345,7392617,28.07,0.764,161,4.23,"Pelayanan standar, masih bisa ditingkatkan. Perspiciatis officia dolor cumque ipsam.",0.433,153,40.31,3.77,Med,5,0.0,Growth
67346,10250449,-15.69,1.155,110,4.06,Kadang stok kosong saat jam ramai.,0.671,49,26.27,5.02,Med,13,0.0,Struggling
67347,4894152,6.57,0.909,108,3.81,"Harga dan kualitas seimbang, pengalaman biasa saja.",0.149,137,10.23,1.0,Low,6,0.0,Growth
67348,15252820,-5.45,0.992,171,4.09,Kadang stok kosong saat jam ramai.,0.361,161,19.69,3.85,Med,5,0.0,Growth
67349,2767654,14.98,0.863,52,4.52,"Pelayanan standar, masih bisa ditingkatkan. In excepturi vitae voluptas voluptas rem.",0.644,9,11.67,1.68,Med,8,0.0,Growth
67350,7080079,-1.91,0.952,95,4.03,"Pelayanan standar, masih bisa ditingkatkan. Rem modi ab quis dolorem voluptas.",0.412,6,16.84,3.39,Med,4,0.0,Growth
67351,23428457,23.85,0.759,188,4.52,"Transaksi digital lancar, proses checkout tidak ribet.",0.238,106,31.95,5.35,Low,6,-0.25,Elite
67352,4515540,14.43,0.891,96,4.52,"Pelayanan cepat dan ramah, pesanan selalu tepat. In odio fuga officia.",0.246,54,20.59,5.39,Low,10,0.8,Growth
67353,5307128,25.52,0.756,111,4.28,"Pengiriman cepat, admin komunikatif. Eos pariatur veniam ratione.",0.108,84,27.75,3.67,Low,7,0.55,Growth
67354,12728567,3.28,0.97,109,4.16,"Secara umum oke, hanya respon chat kadang lambat.",0.345,82,18.6,2.69,Med,8,-0.3,Growth
67355,5168792,10.38,0.873,125,4.45,"Pelayanan cepat dan ramah, pesanan selalu tepat.",0.168,50,30.04,4.61,Low,9,0.8,Growth
67356,9934085,-10.78,1.037,163,4.12,"Secara umum oke, hanya respon chat kadang lambat.",0.474,97,23.89,7.04,Med,11,-0.3,Struggling
67357,8032144,-4.0,1.02,115,3.86,"Harga dan kualitas seimbang, pengalaman biasa saja.",0.515,68,23.58,3.98,Med,7,0.0,Struggling
67358,6302454,-6.26,1.056,147,3.96,Respons admin lambat dan informasi kurang jelas.,0.638,112,25.61,4.35,High,9,-0.55,Struggling
67359,10414564,17.12,0.799,149,4.61,"Pengiriman cepat, admin komunikatif.",0.175,127,12.72,4.22,Low,8,0.55,Growth
67360,11178638,-11.65,1.122,186,3.45,Harga naik tapi layanan tidak membaik.,0.607,129,16.52,3.48,High,8,-0.2,Struggling
67361,6544087,-4.77,1.005,161,4.03,"Produk cukup baik, kadang waktu tunggu agak lama.",0.466,102,25.85,3.6,Med,10,0.0,Struggling
67362,8547264,10.7,0.914,198,4.53,"Secara umum oke, hanya respon chat kadang lambat.",0.245,175,34.78,7.95,Med,7,-0.3,Growth
67363,2699009,-6.44,1.133,47,3.76,Pesanan sering terlambat saat jam sibuk. Quibusdam sequi ipsam eius sapiente quia voluptate.,0.804,42,11.82,1.0,High,11,-0.65,Struggling
67364,6042676,9.29,0.878,101,4.56,Selalu repeat order karena kualitasnya terjaga.,0.227,37,18.06,4.74,Low,6,0.25,Growth
67365,5296966,16.86,0.809,104,4.47,"Produk cukup baik, kadang waktu tunggu agak lama.",0.514,26,23.16,3.36,Low,7,0.0,Growth
67366,12519978,-30.45,1.264,183,1.87,Pesanan sering terlambat saat jam sibuk.,0.561,165,20.75,1.87,High,10,-0.65,Critical
67367,6727192,-7.59,1.1,106,3.91,Kadang stok kosong saat jam ramai.,0.431,96,15.04,3.11,Med,11,0.0,Struggling
67368,16636422,-19.27,1.163,174,3.76,"Pelayanan standar, masih bisa ditingkatkan.",0.58,167,25.68,5.16,Med,14,0.0,Struggling
67369,10321654,10.65,0.869,120,4.61,"Pelayanan standar, masih bisa ditingkatkan.",0.505,111,20.79,3.1,Med,6,0.0,Growth
67370,16312086,-4.81,1.083,178,4.0,"Harga dan kualitas seimbang, pengalaman biasa saja.",0.633,164,24.79,5.53,Med,12,0.0,Struggling
67371,3096662,8.91,0.921,84,4.19,"Produk cukup baik, kadang waktu tunggu agak lama.",0.285,105,12.13,4.04,Med,10,0.0,Growth
67372,19136272,-7.18,1.079,200,3.75,"Pelayanan standar, masih bisa ditingkatkan.",0.57,154,27.34,4.06,Med,7,0.0,Struggling
67373,11499209,4.57,0.949,126,4.08,"Produk cukup baik, kadang waktu tunggu agak lama.",0.208,95,17.46,4.63,Low,15,0.0,Growth
67374,6799853,20.21,0.78,64,4.31,Selalu repeat order karena kualitasnya terjaga. Maiores provident ullam ipsum ratione.,0.288,6,18.11,5.14,Low,15,0.25,Critical
67375,6371526,-12.08,1.086,102,3.82,Kadang stok kosong saat jam ramai.,0.533,107,9.16,1.0,Med,13,0.0,Struggling
67376,8371320,-7.16,1.051,90,3.74,Kadang stok kosong saat jam ramai. Quibusdam veritatis sed doloribus occaecati magnam sed.,0.476,80,21.42,3.22,Med,10,0.0,Struggling
67377,9629238,-1.42,1.025,170,4.19,"Pelayanan standar, masih bisa ditingkatkan.",0.529,154,25.08,4.6,Med,6,0.0,Growth
67378,5581901,5.89,0.972,132,4.09,"Secara umum oke, hanya respon chat kadang lambat.",0.443,104,24.46,1.67,Med,6,-0.3,Growth
67379,2339257,-22.31,1.165,88,4.07,"Produk cukup baik, kadang waktu tunggu agak lama.",0.34,118,11.23,4.83,Med,12,0.0,Struggling
67380,9328110,5.86,0.905,118,3.94,Kadang stok kosong saat jam ramai. Optio similique illum consectetur ratione nostrum similique.,0.415,100,16.4,1.85,Med,6,0.0,Growth
67381,5044784,23.29,0.755,87,4.66,"Transaksi digital lancar, proses checkout tidak ribet. Iusto non culpa ab reiciendis id.",0.2,38,23.42,3.77,Low,5,-0.25,Growth
67382,8011407,15.46,0.851,136,4.95,"Transaksi digital lancar, proses checkout tidak ribet.",0.222,81,39.4,8.02,Low,8,-0.25,Elite
67383,5124480,3.89,0.963,93,4.23,"Harga dan kualitas seimbang, pengalaman biasa saja. Qui a iste reiciendis soluta delectus porro.",0.528,37,21.19,4.85,Med,12,0.0,Growth
67384,7476633,-14.55,1.125,80,4.18,"Pelayanan standar, masih bisa ditingkatkan.",0.367,31,22.25,7.01,Low,11,0.0,Struggling
67385,10081162,15.1,0.859,101,4.04,"Produk cukup baik, kadang waktu tunggu agak lama.",0.306,38,14.82,4.28,Low,9,0.0,Growth
67386,6641352,4.45,0.97,134,4.72,Kadang stok kosong saat jam ramai.,0.343,70,26.99,6.98,Med,9,0.0,Growth
67387,12838223,2.99,0.926,148,3.86,Kadang stok kosong saat jam ramai.,0.355,141,34.73,4.39,Med,6,0.0,Growth
67388,6548449,6.82,0.91,94,4.16,Kadang stok kosong saat jam ramai.,0.513,57,20.5,3.21,Med,10,0.0,Growth
67389,1588050,-30.31,1.282,30,2.46,"Kualitas tidak konsisten, kadang bagus kadang kurang.",0.722,51,2.0,1.0,High,17,-0.25,Critical
67390,7588391,-14.48,1.11,111,4.08,"Pelayanan standar, masih bisa ditingkatkan. Ullam accusamus hic suscipit.",0.481,59,25.06,2.88,Low,8,0.0,Struggling
67391,11881364,-0.88,0.997,134,4.18,"Secara umum oke, hanya respon chat kadang lambat.",0.337,101,9.71,4.75,Low,9,-0.3,Growth
67392,8160568,-10.04,1.06,129,4.37,"Kualitas produk konsisten, harga masih masuk akal. Quos quaerat reprehenderit eaque.",0.222,89,26.48,4.72,Low,8,0.2,Struggling
67393,6038486,-4.27,1.008,92,3.89,Kadang stok kosong saat jam ramai.,0.535,57,23.07,5.25,Med,13,0.0,Struggling
67394,6808881,9.74,0.869,108,4.29,"Harga dan kualitas seimbang, pengalaman biasa saja. In sint illum quo debitis quo dolore.",0.463,58,17.37,4.77,Med,12,0.0,Growth
67395,7584169,6.8,0.851,87,4.04,"Harga dan kualitas seimbang, pengalaman biasa saja.",0.105,76,9.75,2.07,Low,7,0.0,Growth
67396,5677672,12.34,0.895,96,4.14,"Pelayanan standar, masih bisa ditingkatkan.",0.353,6,13.3,5.63,Med,10,0.0,Growth
67397,13980635,-23.96,1.186,143,3.22,Proses pembayaran sering bermasalah.,0.403,111,23.33,2.28,Med,12,-0.35,Critical
67398,9536995,12.32,0.902,114,4.38,"Produk cukup baik, kadang waktu tunggu agak lama.",0.324,155,17.36,1.63,Med,11,0.0,Growth
67399,19704261,-2.48,1.021,188,4.57,Kadang stok kosong saat jam ramai.,0.628,132,27.71,4.18,Med,4,0.0,Growth
67400,13055616,9.65,0.915,186,4.21,"Pelayanan standar, masih bisa ditingkatkan.",0.388,149,35.73,5.56,Med,8,0.0,Growth
67401,14797507,0.01,1.0,120,3.72,"Secara umum oke, hanya respon chat kadang lambat.",0.381,90,6.44,1.77,Med,3,-0.3,Growth
67402,23654283,21.91,0.821,154,4.61,Aplikasi pemesanan mudah dipakai dan responsif. Sit ipsum velit hic itaque exercitationem reiciendis.,0.375,138,29.92,4.13,Low,9,0.55,Elite
67403,11536895,2.85,0.934,151,3.98,"Secara umum oke, hanya respon chat kadang lambat. Ut ipsum dignissimos minus.",0.472,66,29.93,4.43,Med,5,-0.3,Growth
67404,13629742,-14.09,1.105,117,3.58,"Harga dan kualitas seimbang, pengalaman biasa saja.",0.491,136,8.62,1.0,Med,12,0.0,Struggling
67405,11307689,11.58,0.878,130,4.06,"Produk cukup baik, kadang waktu tunggu agak lama.",0.438,86,26.24,4.87,Med,10,0.0,Growth
67406,5988475,6.19,0.96,59,3.97,"Pelayanan standar, masih bisa ditingkatkan. Animi commodi quo velit minus.",0.384,16,7.76,2.29,Med,7,0.0,Growth
67407,5144188,-12.6,1.151,106,3.3,Harga naik tapi layanan tidak membaik. Culpa repellendus delectus eveniet non quod quaerat.,0.519,106,25.78,1.77,High,8,-0.2,Struggling
67408,13266434,-19.86,1.188,165,3.39,Pesanan sering terlambat saat jam sibuk. Tenetur error recusandae ducimus harum id.,0.581,107,24.19,3.85,Med,9,-0.65,Critical
67409,5486675,-12.21,1.119,111,3.55,"Secara umum oke, hanya respon chat kadang lambat. Quo excepturi aliquid optio officia.",0.355,128,24.52,2.64,Med,13,-0.3,Struggling
67410,12343001,4.94,0.865,108,4.55,"Transaksi digital lancar, proses checkout tidak ribet.",0.219,73,22.85,3.05,Low,8,-0.25,Growth
67411,11329938,-5.96,1.026,125,3.16,Pesanan sering terlambat saat jam sibuk. Facilis quae repellendus.,0.647,111,15.44,3.96,High,9,-0.65,Struggling
67412,9584533,7.49,0.863,113,4.32,"Kualitas produk konsisten, harga masih masuk akal.",0.367,32,19.79,4.19,Low,8,0.2,Growth
67413,2975464,-3.17,0.961,25,4.48,"Produk cukup baik, kadang waktu tunggu agak lama. Aliquam repellendus laboriosam maiores.",0.469,10,14.32,2.67,Med,12,0.0,Growth
67414,7222119,18.6,0.716,148,4.83,"Pelayanan cepat dan ramah, pesanan selalu tepat. Porro laboriosam quam porro ipsam cumque ullam.",0.202,144,13.44,4.27,Low,9,0.8,Growth
67415,2280079,18.09,0.82,66,4.21,"Pelayanan cepat dan ramah, pesanan selalu tepat.",0.176,50,29.51,2.02,Low,8,0.8,Growth
67416,7150176,14.39,0.888,81,4.12,Kadang stok kosong saat jam ramai. Aliquam ad voluptatem et necessitatibus.,0.344,30,15.9,5.08,Med,11,0.0,Growth
67417,9797661,-0.66,1.021,123,3.65,"Pelayanan standar, masih bisa ditingkatkan.",0.597,136,12.5,1.67,Med,9,0.0,Growth
67418,9774911,10.69,0.839,169,4.25,"Secara umum oke, hanya respon chat kadang lambat.",0.462,160,25.64,2.75,Med,9,-0.3,Growth
67419,8253140,-24.09,1.185,112,3.85,"Harga dan kualitas seimbang, pengalaman biasa saja.",0.306,134,13.6,2.99,Med,17,0.0,Critical
67420,6141412,0.63,0.942,124,4.13,"Produk cukup baik, kadang waktu tunggu agak lama. Doloribus perferendis quasi reprehenderit.",0.264,102,37.02,3.45,Med,6,0.0,Growth
67421,5029646,2.23,0.967,105,4.05,"Secara umum oke, hanya respon chat kadang lambat.",0.411,69,24.04,4.73,Med,12,-0.3,Growth
67422,13956874,33.49,0.633,152,4.62,"Pelayanan cepat dan ramah, pesanan selalu tepat.",0.06,140,29.43,6.53,Low,7,0.8,Elite
67423,7641223,45.0,0.553,134,5.0,"Transaksi digital lancar, proses checkout tidak ribet.",0.21,104,32.62,7.06,Low,5,-0.25,Elite
67424,11278976,10.41,0.927,89,4.52,Kadang stok kosong saat jam ramai. Repudiandae aperiam exercitationem accusamus odit necessitatibus.,0.366,29,25.68,4.54,Med,11,0.0,Growth
67425,13405497,-24.86,1.175,187,3.7,"Secara umum oke, hanya respon chat kadang lambat.",0.243,175,16.44,2.98,Low,11,-0.3,Struggling
67426,4754356,23.56,0.748,136,5.0,Aplikasi pemesanan mudah dipakai dan responsif.,0.24,77,35.97,7.17,Low,12,0.55,Elite
67427,7819920,-1.32,0.994,140,3.7,"Sudah beberapa kali order, pengalaman makin menurun.",0.522,102,36.19,4.93,High,9,-0.3,Struggling
67428,10947695,-11.46,1.062,93,3.62,"Secara umum oke, hanya respon chat kadang lambat. Reiciendis atque quasi distinctio.",0.578,37,9.65,2.83,Med,10,-0.3,Struggling
67429,6051100,-16.17,1.134,43,3.86,"Produk cukup baik, kadang waktu tunggu agak lama.",0.353,15,11.97,4.33,Med,14,0.0,Struggling
67430,4008419,7.65,0.943,110,4.3,"Secara umum oke, hanya respon chat kadang lambat.",0.474,122,8.34,1.01,Med,7,-0.3,Growth
67431,10760016,20.62,0.787,106,4.72,"Kualitas produk konsisten, harga masih masuk akal. Eaque laborum maxime sapiente aut.",0.17,57,14.04,5.34,Low,11,0.2,Growth
67432,23353779,21.38,0.768,117,4.2,"Secara umum oke, hanya respon chat kadang lambat.",0.202,45,24.96,4.57,Low,5,-0.3,Growth
67433,14924624,-12.03,1.059,111,3.63,"Harga dan kualitas seimbang, pengalaman biasa saja.",0.546,75,6.75,5.12,Med,8,0.0,Struggling
67434,5669356,23.08,0.832,84,4.63,"Pengiriman cepat, admin komunikatif.",0.17,70,11.24,4.2,Low,7,0.55,Growth
67435,11634479,5.71,0.88,142,4.37,"Transaksi digital lancar, proses checkout tidak ribet.",0.294,45,29.45,3.68,Low,6,-0.25,Growth
67436,2358467,-12.57,1.04,49,3.95,"Harga dan kualitas seimbang, pengalaman biasa saja.",0.468,42,8.32,2.14,Med,14,0.0,Struggling
67437,8247672,8.61,0.958,166,4.19,"Produk cukup baik, kadang waktu tunggu agak lama.",0.272,116,21.03,3.84,Med,10,0.0,Growth
67438,16109099,4.4,0.879,180,3.88,"Harga dan kualitas seimbang, pengalaman biasa saja. Voluptates minus quae nobis vel numquam eveniet.",0.382,161,27.82,3.21,Med,5,0.0,Growth
67439,5891994,-0.37,1.003,77,3.79,Respons admin lambat dan informasi kurang jelas.,0.716,5,8.94,3.19,High,13,-0.55,Critical
67440,10125447,-3.7,1.02,141,3.88,"Kualitas tidak konsisten, kadang bagus kadang kurang.",0.622,123,23.79,2.98,High,7,-0.25,Struggling
67441,8650706,14.86,0.812,134,3.88,"Secara umum oke, hanya respon chat kadang lambat.",0.304,147,28.79,4.4,Low,7,-0.3,Growth
67442,5851702,14.66,0.81,135,4.33,"Produk cukup baik, kadang waktu tunggu agak lama.",0.309,82,21.32,3.74,Med,5,0.0,Growth
67443,4391883,-27.31,1.274,71,2.41,Pesanan sering terlambat saat jam sibuk.,0.652,41,23.12,4.85,High,12,-0.65,Critical
67444,6558608,13.01,0.846,111,4.63,"Pelayanan cepat dan ramah, pesanan selalu tepat.",0.349,99,31.04,2.82,Low,9,0.8,Elite
67445,5470423,2.63,0.985,112,4.02,"Pelayanan standar, masih bisa ditingkatkan. Error nisi incidunt atque fugit explicabo a.",0.194,79,14.21,3.18,Low,11,0.0,Growth
67446,9049931,25.83,0.764,111,4.53,"Transaksi digital lancar, proses checkout tidak ribet. Dolor sunt maxime.",0.19,78,26.11,2.79,Low,5,-0.25,Elite
67447,27065016,5.81,0.946,164,4.58,"Pelayanan standar, masih bisa ditingkatkan.",0.383,149,31.03,5.72,Med,9,0.0,Growth
67448,2521508,-13.41,1.136,83,3.35,"Sudah beberapa kali order, pengalaman makin menurun.",0.49,24,21.11,1.0,High,7,-0.3,Struggling
67449,6435586,-14.91,1.104,66,3.82,"Kualitas tidak konsisten, kadang bagus kadang kurang. Assumenda quisquam expedita dicta.",0.748,10,14.59,4.08,High,11,-0.25,Struggling
67450,10814193,-4.65,1.088,130,4.19,Kadang stok kosong saat jam ramai.,0.512,110,14.55,4.27,Med,18,0.0,Struggling
67451,11737905,2.79,0.985,190,4.41,"Produk cukup baik, kadang waktu tunggu agak lama. Itaque cupiditate quaerat quo neque fugiat.",0.377,130,26.66,5.68,Med,12,0.0,Growth
67452,8814708,-31.59,1.268,101,2.29,Harga naik tapi layanan tidak membaik.,0.573,20,14.11,3.75,High,7,-0.2,Critical
67453,14714196,-10.13,1.088,137,3.51,"Secara umum oke, hanya respon chat kadang lambat.",0.643,136,30.78,2.6,Med,13,-0.3,Struggling
67454,1923387,24.38,0.793,66,4.89,Selalu repeat order karena kualitasnya terjaga.,0.311,6,21.73,3.39,Low,11,0.25,Growth
67455,5796020,-10.73,1.092,138,4.19,"Produk cukup baik, kadang waktu tunggu agak lama.",0.316,119,18.52,3.22,Low,14,0.0,Struggling
67456,20334208,6.4,0.916,188,4.41,"Kualitas produk konsisten, harga masih masuk akal.",0.331,171,36.37,3.44,Low,7,0.2,Growth
67457,8408320,-3.71,1.032,61,3.54,"Pelayanan standar, masih bisa ditingkatkan. Accusamus a odio reiciendis dolorum optio.",0.348,14,15.74,1.12,Med,6,0.0,Growth
67458,12803296,10.78,0.89,150,4.14,"Pelayanan standar, masih bisa ditingkatkan.",0.302,114,13.86,4.41,Low,4,0.0,Growth
67459,2627151,0.28,0.952,54,4.03,"Harga dan kualitas seimbang, pengalaman biasa saja.",0.479,39,19.42,1.33,Med,8,0.0,Growth
67460,1719159,-8.42,1.059,29,3.53,"Produk cukup baik, kadang waktu tunggu agak lama.",0.638,4,10.58,2.62,Med,10,0.0,Struggling
67461,5412772,-7.17,1.06,56,3.9,"Produk cukup baik, kadang waktu tunggu agak lama.",0.424,5,20.48,4.18,Med,15,0.0,Critical
67462,17238277,-3.3,1.006,246,4.6,"Pengiriman cepat, admin komunikatif. Dolores consequuntur distinctio nesciunt.",0.251,175,31.15,7.49,Low,5,0.55,Growth
67463,2624326,-17.86,1.065,80,3.9,Kadang stok kosong saat jam ramai. Neque ipsa cumque nulla.,0.338,87,14.91,4.48,Med,13,0.0,Struggling
67464,6958016,-13.07,1.107,96,3.91,"Produk cukup baik, kadang waktu tunggu agak lama.",0.493,41,9.98,2.99,Med,8,0.0,Struggling
67465,6457545,6.32,0.928,133,4.35,"Produk cukup baik, kadang waktu tunggu agak lama. Amet labore magnam nihil quod.",0.25,79,17.39,3.16,Med,6,0.0,Growth
67466,14735850,-32.27,1.28,130,3.43,Harga naik tapi layanan tidak membaik.,0.718,114,20.69,2.74,High,18,-0.2,Critical
67467,2697735,10.38,0.884,52,4.14,Kadang stok kosong saat jam ramai. Impedit dignissimos distinctio eius ex ad.,0.367,20,23.64,4.68,Med,11,0.0,Growth
67468,3366023,1.88,0.962,65,3.81,"Secara umum oke, hanya respon chat kadang lambat. Totam maiores quas esse accusantium.",0.436,15,20.33,2.89,Med,9,-0.3,Growth
67469,4173880,-1.31,1.008,100,4.28,"Pelayanan standar, masih bisa ditingkatkan.",0.438,16,23.05,6.49,Med,7,0.0,Growth
67470,9799390,21.78,0.778,116,4.6,"Produk cukup baik, kadang waktu tunggu agak lama.",0.524,43,24.51,3.96,Med,8,0.0,Elite
67471,1686159,0.39,1.004,58,4.21,"Pelayanan standar, masih bisa ditingkatkan.",0.588,42,18.32,1.2,Med,11,0.0,Growth
67472,8546736,4.04,0.965,106,4.23,"Harga dan kualitas seimbang, pengalaman biasa saja.",0.422,91,30.4,5.18,Med,10,0.0,Growth
67473,5399822,-21.65,1.232,100,3.4,Harga naik tapi layanan tidak membaik. Quos nemo accusamus pariatur corporis error cum.,0.549,103,6.98,1.0,High,17,-0.2,Critical
67474,8291309,13.16,0.869,90,4.11,"Secara umum oke, hanya respon chat kadang lambat. Aperiam nisi reprehenderit error eum labore.",0.425,50,12.48,2.42,Med,5,-0.3,Growth
67475,2736447,19.33,0.777,64,4.85,"Pelayanan cepat dan ramah, pesanan selalu tepat. Non explicabo beatae vel soluta.",0.116,12,17.63,6.88,Low,5,0.8,Growth
67476,12468118,-0.9,1.017,124,4.28,"Pelayanan standar, masih bisa ditingkatkan.",0.526,123,22.3,2.84,Med,9,0.0,Growth
67477,3387739,-19.55,1.16,75,3.65,Harga naik tapi layanan tidak membaik. Id unde asperiores modi amet enim.,0.423,56,11.04,1.0,High,10,-0.2,Struggling
67478,14332443,15.15,0.828,177,4.27,"Transaksi digital lancar, proses checkout tidak ribet.",0.255,165,34.18,3.89,Low,6,-0.25,Growth
67479,12150802,6.63,0.973,135,4.35,"Kualitas produk konsisten, harga masih masuk akal.",0.183,154,9.03,3.44,Low,12,0.2,Growth
67480,3713489,-2.95,1.059,90,4.21,Harga naik tapi layanan tidak membaik. Laboriosam eos ad nesciunt odio alias quaerat.,0.453,51,19.48,4.75,High,5,-0.2,Growth
67481,10072683,-9.69,1.047,189,3.7,"Harga dan kualitas seimbang, pengalaman biasa saja. Optio temporibus sint corrupti.",0.478,172,30.97,6.46,Med,12,0.0,Struggling
67482,5489962,-6.1,1.014,83,3.6,"Sudah beberapa kali order, pengalaman makin menurun.",0.563,86,10.14,2.28,High,7,-0.3,Struggling
67483,3976514,-1.22,0.981,63,3.52,"Harga dan kualitas seimbang, pengalaman biasa saja.",0.484,52,20.05,1.42,Low,8,0.0,Growth
67484,9925859,-18.41,1.159,123,3.02,"Sudah beberapa kali order, pengalaman makin menurun.",0.528,151,16.01,1.0,High,7,-0.3,Struggling
67485,6699764,-6.97,1.052,164,3.86,"Secara umum oke, hanya respon chat kadang lambat.",0.387,158,10.17,3.79,Med,10,-0.3,Struggling
67486,12618715,-7.64,1.063,166,3.69,"Secara umum oke, hanya respon chat kadang lambat.",0.499,157,24.99,4.92,Med,9,-0.3,Struggling
67487,7895144,14.31,0.844,156,4.18,Kadang stok kosong saat jam ramai.,0.219,99,39.73,4.98,Low,10,0.0,Growth
67488,5701228,-1.38,0.994,60,3.8,"Harga dan kualitas seimbang, pengalaman biasa saja.",0.256,70,26.01,1.14,Low,11,0.0,Growth
67489,5932861,-3.94,1.019,124,4.39,"Harga dan kualitas seimbang, pengalaman biasa saja.",0.368,101,28.02,4.64,Med,7,0.0,Struggling
67490,11407761,22.45,0.79,134,5.0,Aplikasi pemesanan mudah dipakai dan responsif.,0.165,86,21.56,4.76,Low,5,0.55,Growth
67491,13071551,-11.66,1.093,134,3.89,"Pelayanan standar, masih bisa ditingkatkan.",0.41,136,22.13,2.79,Low,13,0.0,Struggling
67492,8543623,31.36,0.74,212,4.89,Aplikasi pemesanan mudah dipakai dan responsif.,0.195,136,27.4,7.69,Low,8,0.55,Elite
67493,5452453,27.49,0.74,87,4.47,"Transaksi digital lancar, proses checkout tidak ribet. Neque repellendus quis eaque blanditiis ducimus a.",0.33,62,20.72,3.76,Low,7,-0.25,Growth
67494,6434235,-27.28,1.214,111,3.14,"Kualitas tidak konsisten, kadang bagus kadang kurang.",0.645,83,23.05,1.74,High,10,-0.25,Critical
67495,15795535,15.21,0.868,155,4.04,Kadang stok kosong saat jam ramai.,0.431,149,14.42,4.08,Med,10,0.0,Growth
67496,15212594,20.62,0.775,165,4.62,"Secara umum oke, hanya respon chat kadang lambat.",0.344,115,27.9,3.7,Med,2,-0.3,Elite
67497,6609062,-28.58,1.206,62,3.67,Proses pembayaran sering bermasalah.,0.51,19,15.62,3.14,High,12,-0.35,Critical
